year,gender,count,name,rank
1976,female,56,Katie,98
1976,female,55,Julia,99
1976,female,55,Jolene,100
2008,female,356,Sophie,1
2008,female,308,Olivia,2
2008,female,297,Ella,3
2008,female,288,Isabella,4
2008,female,269,Charlotte,5
2008,female,254,Lily,6
2008,female,253,Emma,7
2008,female,245,Emily,8
2008,female,245,Jessica,9
2008,female,237,Grace,10
2008,female,232,Hannah,11
2008,female,227,Chloe,12
2008,female,213,Ruby,13
2008,female,202,Lucy,14
2008,female,196,Ava,15
2008,female,194,Amelia,16
2008,female,184,Madison,17
2008,female,177,Maia,18
2008,female,170,Mia,19
2008,female,161,Holly,20
2008,female,149,Sophia,21
2008,female,147,Zoe,22
2008,female,146,Paige,23
2008,female,144,Georgia,24
2008,female,143,Kate,25
2008,female,142,Brooke,26
2008,female,137,Maddison,27
2008,female,136,Samantha,28
2008,female,118,Sienna,29
2008,female,111,Isla,30
2008,female,107,Jade,31
2008,female,105,Sarah,32
2008,female,104,Katie,33
2008,female,104,Stella,34
2008,female,99,Eva,35
2008,female,97,Caitlin,36
2008,female,96,Hayley,37
2008,female,95,Jasmine,38
2008,female,93,Elizabeth,39
2008,female,93,Tayla,40
2008,female,92,Anna,41
2008,female,91,Summer,42
2008,female,90,Bella,43
2008,female,89,Amy,44
2008,female,85,Isabelle,45
2008,female,84,Mikayla,46
2008,female,84,Molly,47
2008,female,83,Keira,48
2008,female,81,Kayla,49
2008,female,80,Abigail,50
2008,female,80,Amber,51
2008,female,80,Zara,52
2008,female,76,Alexis,53
2008,female,76,Millie,54
2008,female,74,Alyssa,55
2008,female,72,Aaliyah,56
2008,female,72,Eden,57
2008,female,72,Taylor,58
2008,female,71,Nevaeh,59
2008,female,67,Gemma,60
2008,female,67,Rebecca,61
2008,female,66,Phoebe,62
2008,female,64,Danielle,63
2008,female,64,Mya,64
2008,female,62,Aria,65
2008,female,61,Leah,66
2008,female,60,Ashley,67
2008,female,60,Brooklyn,68
2008,female,60,Poppy,69
2008,female,59,Harmony,70
2008,female,59,Laura,71
2008,female,57,Manaia,72
2008,female,57,Scarlett,73
2008,female,56,Angel,74
2008,female,55,Abby,75
2008,female,55,Maya,76
2008,female,55,Rose,77
2008,female,54,Lilly,78
2008,female,54,Riley,79
2008,female,54,Victoria,80
2008,female,53,Jorja,81
2008,female,52,Hazel,82
2008,female,51,Savannah,83
2008,female,51,Tessa,84
2008,female,50,Alexandra,85
2008,female,50,Natalie,86
2008,female,50,Peyton,87
2008,female,50,Sofia,88
2008,female,49,Maria,89
2008,female,48,Lauren,90
2008,female,47,Alice,91
2008,female,47,Lucia,92
2008,female,46,Anika,93
2008,female,46,Caitlyn,94
2008,female,46,Gabrielle,95
2008,female,46,Mackenzie,96
2008,female,45,Ayla,97
2008,female,45,Chelsea,98
2008,female,45,Gabriella,99
2008,female,45,Madeleine,100
1968,female,760,Lisa,1
1968,female,624,Karen,2
1968,female,549,Michelle,3
1968,female,456,Tania,4
1968,female,435,Kim,5
1968,female,423,Joanne,6
1968,female,420,Nicola,7
1968,female,410,Angela,8
1968,female,397,Deborah,9
1968,female,393,Tracey,10
1968,female,365,Susan,11
1968,female,358,Donna,12
1968,female,338,Sharon,13
1968,female,328,Julie,14
1968,female,324,Christine,15
1968,female,310,Helen,16
1968,female,306,Sandra,17
1968,female,299,Jacqueline,18
1968,female,266,Andrea,19
1968,female,262,Sarah,20
1968,female,252,Fiona,21
1968,female,250,Leanne,22
1968,female,239,Elizabeth,23
1968,female,236,Paula,24
1968,female,232,Wendy,25
1968,female,232,Catherine,26
1968,female,221,Megan,27
1968,female,219,Jennifer,28
1968,female,205,Jane,29
1968,female,200,Tracy,30
1968,female,198,Maria,31
1968,female,189,Robyn,32
1968,female,178,Amanda,33
1968,female,177,Linda,34
1968,female,175,Janine,35
1968,female,170,Louise,36
1968,female,166,Kathryn,37
1968,female,163,Patricia,38
1968,female,161,Tina,39
1968,female,157,Rachel,40
1968,female,154,Tanya,41
1968,female,149,Maree,42
1968,female,147,Suzanne,43
1968,female,141,Alison,44
1968,female,141,Anna,45
1968,female,139,Denise,46
1968,female,137,Mary,47
1968,female,134,Vicki,48
1968,female,133,Vanessa,49
1968,female,129,Brenda,50
1968,female,128,Diane,51
1968,female,127,Katrina,52
1968,female,126,Raewyn,53
1968,female,125,Heather,54
1968,female,124,Carol,55
1968,female,122,Anne,56
1968,female,120,Bronwyn,57
1968,female,118,Margaret,58
1968,female,117,Justine,59
1968,female,115,Toni,60
1968,female,115,Joanna,61
1968,female,111,Stephanie,62
1968,female,108,Carolyn,63
1968,female,107,Lynette,64
1968,female,106,Shelley,65
1968,female,103,Debra,66
1968,female,102,Rebecca,67
1968,female,102,Katherine,68
1968,female,102,Annette,69
1968,female,101,Caroline,70
1968,female,100,Pauline,71
1968,female,100,Lynda,72
1968,female,100,Debbie,73
1968,female,97,Sally,74
1968,female,91,Claire,75
1968,female,89,Teresa,76
1968,female,89,Sonya,77
1968,female,88,Pamela,78
1968,female,88,Melanie,79
1968,female,87,Melissa,80
1968,female,87,Barbara,81
1968,female,84,Judith,82
1968,female,83,Victoria,83
1968,female,83,Cherie,84
1968,female,81,Ruth,85
1968,female,81,Marie,86
1968,female,80,Kathleen,87
1968,female,80,Dianne,88
1968,female,76,Philippa,89
1968,female,76,Kerry,90
1968,female,75,Natalie,91
1968,female,72,Bridget,92
1968,female,72,Anita,93
1968,female,72,Ann,94
1968,female,70,Christina,95
1968,female,69,Sheryl,96
1968,female,67,Yvonne,97
1968,female,66,Jan,98
1968,female,65,Kirsten,99
1968,female,62,Karyn,100
2000,female,381,Jessica,1
2000,female,377,Olivia,2
2000,female,357,Hannah,3
2000,female,351,Georgia,4
2000,female,297,Grace,5
2000,female,287,Sophie,6
2000,female,276,Emma,7
2000,female,260,Emily,8
2000,female,247,Sarah,9
2000,female,216,Samantha,10
2000,female,204,Caitlin,11
2000,female,164,Ella,12
2000,female,162,Amy,13
2000,female,161,Kate,14
2000,female,149,Charlotte,15
2000,female,149,Rebecca,16
2000,female,147,Courtney,17
2000,female,144,Holly,18
2000,female,144,Madison,19
2000,female,140,Paige,20
2000,female,138,Brooke,21
2000,female,134,Jade,22
2000,female,134,Lucy,23
2000,female,126,Anna,24
2000,female,126,Laura,25
2000,female,122,Isabella,26
2000,female,121,Danielle,27
2000,female,119,Zoe,28
2000,female,117,Jasmine,29
2000,female,116,Chloe,30
2000,female,115,Ruby,31
2000,female,110,Tayla,32
2000,female,108,Ashleigh,33
2000,female,104,Lauren,34
2000,female,98,Lily,35
2000,female,93,Alexandra,36
2000,female,91,Kayla,37
2000,female,89,Amber,38
2000,female,89,Nicole,39
2000,female,88,Shania,40
2000,female,86,Katie,41
2000,female,85,Amelia,42
2000,female,85,Rachel,43
2000,female,84,Elizabeth,44
2000,female,84,Mikayla,45
2000,female,83,Taylor,46
2000,female,83,Victoria,47
2000,female,82,Brittany,48
2000,female,82,Molly,49
2000,female,80,Hayley,50
2000,female,80,Maddison,51
2000,female,80,Megan,52
2000,female,79,Brianna,53
2000,female,77,Natasha,54
2000,female,74,Chelsea,55
2000,female,73,Nikita,56
2000,female,73,Rose,57
2000,female,72,Aimee,58
2000,female,72,Paris,59
2000,female,70,Angel,60
2000,female,70,Ashley,61
2000,female,70,Shannon,62
2000,female,68,Claudia,63
2000,female,67,Sophia,64
2000,female,66,Eden,65
2000,female,64,Britney,66
2000,female,64,Gabrielle,67
2000,female,61,Abigail,68
2000,female,60,Leah,69
2000,female,60,Monique,70
2000,female,60,Phoebe,71
2000,female,59,Summer,72
2000,female,57,Maria,73
2000,female,57,Renee,74
2000,female,56,Alyssa,75
2000,female,56,Destiny,76
2000,female,56,Tessa,77
2000,female,55,Michaela,78
2000,female,55,Stephanie,79
2000,female,54,Jenna,80
2000,female,54,Maia,81
2000,female,53,Alice,82
2000,female,53,Melissa,83
2000,female,53,Tiana,84
2000,female,53,Tyla,85
2000,female,52,Casey,86
2000,female,52,Gemma,87
2000,female,52,Hope,88
2000,female,51,Brooklyn,89
2000,female,51,Katelyn,90
2000,female,50,Cheyenne,91
2000,female,50,Faith,92
2000,female,49,Briana,93
2000,female,49,Niamh,94
2000,female,47,Julia,95
2000,female,46,Natalie,96
2000,female,45,Caitlyn,97
2000,female,45,Crystal,98
2000,female,45,Kaitlin,99
2000,female,44,Madeleine,100
1984,female,667,Sarah,1
1984,female,447,Jessica,2
1984,female,402,Rebecca,3
1984,female,324,Amy,4
1984,female,320,Emma,5
1984,female,290,Lisa,6
1984,female,290,Melissa,7
1984,female,272,Kelly,8
1984,female,268,Nicola,9
1984,female,265,Anna,10
1984,female,263,Rachel,11
1984,female,234,Michelle,12
1984,female,230,Amanda,13
1984,female,213,Elizabeth,14
1984,female,205,Stacey,15
1984,female,202,Natalie,16
1984,female,196,Gemma,17
1984,female,196,Jennifer,18
1984,female,195,Laura,19
1984,female,194,Kate,20
1984,female,190,Renee,21
1984,female,187,Hayley,22
1984,female,178,Kylie,23
1984,female,175,Hannah,24
1984,female,166,Natasha,25
1984,female,165,Angela,26
1984,female,151,Stephanie,27
1984,female,134,Tracey,28
1984,female,131,Tania,29
1984,female,130,Megan,30
1984,female,130,Melanie,31
1984,female,126,Katherine,32
1984,female,120,Nicole,33
1984,female,120,Claire,34
1984,female,118,Holly,35
1984,female,118,Erin,36
1984,female,114,Catherine,37
1984,female,113,Rachael,38
1984,female,112,Julia,39
1984,female,111,Lauren,40
1984,female,108,Katie,41
1984,female,106,Victoria,42
1984,female,106,Kirsty,43
1984,female,106,Danielle,44
1984,female,103,Aimee,45
1984,female,102,Kathryn,46
1984,female,98,Vanessa,47
1984,female,98,Amber,48
1984,female,96,Kimberley,49
1984,female,93,Jenna,50
1984,female,92,Olivia,51
1984,female,92,Louise,52
1984,female,91,Sophie,53
1984,female,91,Helen,54
1984,female,90,Samantha,55
1984,female,88,Alice,56
1984,female,87,Joanna,57
1984,female,87,Charlotte,58
1984,female,87,Alana,59
1984,female,86,Caroline,60
1984,female,85,Katrina,61
1984,female,84,Monique,62
1984,female,84,Joanne,63
1984,female,83,Toni,64
1984,female,81,Shannon,65
1984,female,81,Emily,66
1984,female,78,Sara,67
1984,female,78,Lucy,68
1984,female,78,Jasmine,69
1984,female,78,Andrea,70
1984,female,78,Casey,71
1984,female,77,Rochelle,72
1984,female,77,Jane,73
1984,female,76,Mary,74
1984,female,76,Jacqueline,75
1984,female,71,Maria,76
1984,female,71,Christine,77
1984,female,70,Alicia,78
1984,female,68,Kim,79
1984,female,65,Margaret,80
1984,female,65,Rebekah,81
1984,female,62,Christina,82
1984,female,61,Krystal,83
1984,female,61,Bridget,84
1984,female,59,Tracy,85
1984,female,59,Susan,86
1984,female,59,Julie,87
1984,female,58,Fiona,88
1984,female,58,Karen,89
1984,female,57,Donna,90
1984,female,56,Crystal,91
1984,female,55,Tara,92
1984,female,55,Paula,93
1984,female,55,Naomi,94
1984,female,55,Frances,95
1984,female,53,Teresa,96
1984,female,52,Deborah,97
1984,female,51,Ruth,98
1984,female,51,Anita,99
1984,female,50,Kathleen,100
2016,female,266,Olivia,1
2016,female,262,Charlotte,2
2016,female,239,Isla,3
2016,female,236,Harper,4
2016,female,220,Ella,5
2016,female,211,Amelia,6
2016,female,203,Emily,7
2016,female,196,Mia,8
2016,female,189,Sophie,9
2016,female,188,Ava,10
2016,female,184,Ruby,11
2016,female,182,Lily,12
2016,female,182,Isabella,13
2016,female,175,Chloe,14
2016,female,170,Mila,15
2016,female,167,Zoe,16
2016,female,161,Lucy,17
2016,female,159,Grace,18
2016,female,156,Aria,19
2016,female,154,Georgia,20
2016,female,141,Evelyn,21
2016,female,130,Sophia,22
2016,female,127,Eva,23
2016,female,125,Matilda,24
2016,female,123,Willow,25
2016,female,122,Emma,26
2016,female,121,Hannah,27
2016,female,116,Hazel,28
2016,female,107,Scarlett,29
2016,female,104,Evie,30
2016,female,102,Ivy,31
2016,female,100,Sienna,32
2016,female,95,Layla,33
2016,female,94,Alice,34
2016,female,92,Maddison,35
2016,female,91,Mackenzie,36
2016,female,91,Maia,37
2016,female,90,Zara,38
2016,female,89,Millie,39
2016,female,89,Madison,40
2016,female,88,Stella,41
2016,female,85,Paige,42
2016,female,82,Piper,43
2016,female,81,Violet,44
2016,female,80,Indie,45
2016,female,79,Isabelle,46
2016,female,77,Quinn,47
2016,female,76,Lilly,48
2016,female,75,Thea,49
2016,female,75,Jessica,50
2016,female,74,Riley,51
2016,female,73,Ayla,52
2016,female,73,Alexis,53
2016,female,73,Eden,54
2016,female,72,Abigail,55
2016,female,71,Aaliyah,56
2016,female,70,Olive,57
2016,female,70,Bella,58
2016,female,69,Ellie,59
2016,female,68,Summer,60
2016,female,68,Amber,61
2016,female,67,Poppy,62
2016,female,65,Peyton,63
2016,female,63,Nina,64
2016,female,63,Freya,65
2016,female,62,Penelope,66
2016,female,62,Harriet,67
2016,female,61,Sarah,68
2016,female,61,Florence,69
2016,female,61,Holly,70
2016,female,61,Elizabeth,71
2016,female,59,Sofia,72
2016,female,59,Frankie,73
2016,female,57,Lola,74
2016,female,57,Anna,75
2016,female,55,Phoebe,76
2016,female,55,Aurora,77
2016,female,53,Maria,78
2016,female,53,Eleanor,79
2016,female,52,Rose,80
2016,female,51,Pippa,81
2016,female,51,Jasmine,82
2016,female,50,Taylor,83
2016,female,50,Leah,84
2016,female,50,Isabel,85
2016,female,49,Lucia,86
2016,female,47,Zoey,87
2016,female,47,Heidi,88
2016,female,46,Molly,89
2016,female,46,Faith,90
2016,female,46,Elsie,91
2016,female,46,Ariana,92
2016,female,46,Brooklyn,93
2016,female,45,Billie,94
2016,female,45,Charlie,95
2016,female,44,Emilia,96
2016,female,43,Victoria,97
2016,female,43,Madeleine,98
2016,female,43,Hayley,99
2016,female,43,Esther,100
1964,female,640,Karen,1
1964,female,596,Susan,2
1964,female,525,Sandra,3
1964,female,425,Julie,4
1964,female,422,Sharon,5
1964,female,417,Joanne,6
1964,female,398,Deborah,7
1964,female,396,Donna,8
1964,female,382,Michelle,9
1964,female,376,Christine,10
1964,female,364,Jacqueline,11
1964,female,363,Wendy,12
1964,female,336,Helen,13
1964,female,332,Elizabeth,14
1964,female,321,Jennifer,15
1964,female,317,Tania,16
1964,female,311,Fiona,17
1964,female,299,Linda,18
1964,female,292,Robyn,19
1964,female,290,Catherine,20
1964,female,284,Angela,21
1964,female,271,Suzanne,22
1964,female,265,Kim,23
1964,female,257,Tracey,24
1964,female,251,Denise,25
1964,female,250,Mary,26
1964,female,248,Margaret,27
1964,female,237,Leanne,28
1964,female,227,Patricia,29
1964,female,221,Nicola,30
1964,female,213,Judith,31
1964,female,205,Diane,32
1964,female,203,Jane,33
1964,female,196,Lynette,34
1964,female,196,Anne,35
1964,female,194,Maria,36
1964,female,184,Tracy,37
1964,female,183,Kathryn,38
1964,female,181,Vicki,39
1964,female,181,Andrea,40
1964,female,179,Debra,41
1964,female,170,Carol,42
1964,female,169,Carolyn,43
1964,female,168,Heather,44
1964,female,166,Sarah,45
1964,female,158,Raewyn,46
1964,female,153,Barbara,47
1964,female,150,Alison,48
1964,female,140,Bronwyn,49
1964,female,137,Marie,50
1964,female,134,Louise,51
1964,female,133,Lynda,52
1964,female,133,Janine,53
1964,female,133,Dianne,54
1964,female,131,Annette,55
1964,female,130,Kathleen,56
1964,female,127,Brenda,57
1964,female,125,Jillian,58
1964,female,124,Pauline,59
1964,female,124,Caroline,60
1964,female,122,Paula,61
1964,female,121,Amanda,62
1964,female,120,Maree,63
1964,female,118,Sally,64
1964,female,113,Janet,65
1964,female,109,Lisa,66
1964,female,108,Shelley,67
1964,female,104,Ann,68
1964,female,99,Kerry,69
1964,female,98,Katherine,70
1964,female,98,Anna,71
1964,female,97,Cheryl,72
1964,female,96,Yvonne,73
1964,female,96,Sheryl,74
1964,female,92,Ruth,75
1964,female,92,Rosemary,76
1964,female,89,Debbie,77
1964,female,88,Tanya,78
1964,female,88,Pamela,79
1964,female,86,Jan,80
1964,female,84,Lynne,81
1964,female,83,Shirley,82
1964,female,82,Lorraine,83
1964,female,81,Stephanie,84
1964,female,81,Shona,85
1964,female,81,Megan,86
1964,female,80,Tina,87
1964,female,80,Lynley,88
1964,female,80,Michele,89
1964,female,79,Lesley,90
1964,female,78,Janice,91
1964,female,76,Jeanette,92
1964,female,75,Gillian,93
1964,female,73,Diana,94
1964,female,72,Teresa,95
1964,female,70,Maureen,96
1964,female,70,Colleen,97
1964,female,69,Frances,98
1964,female,68,Kay,99
1964,female,68,Claire,100
1996,female,504,Jessica,1
1996,female,333,Hannah,2
1996,female,316,Sarah,3
1996,female,313,Georgia,4
1996,female,296,Samantha,5
1996,female,284,Emma,6
1996,female,247,Olivia,7
1996,female,217,Courtney,8
1996,female,214,Laura,9
1996,female,213,Rebecca,10
1996,female,213,Danielle,11
1996,female,198,Sophie,12
1996,female,195,Emily,13
1996,female,194,Ashleigh,14
1996,female,184,Brooke,15
1996,female,178,Grace,16
1996,female,175,Kate,17
1996,female,166,Amy,18
1996,female,161,Nicole,19
1996,female,155,Holly,20
1996,female,154,Paige,21
1996,female,146,Stephanie,22
1996,female,144,Caitlin,23
1996,female,140,Rachel,24
1996,female,140,Charlotte,25
1996,female,134,Lauren,26
1996,female,133,Tayla,27
1996,female,133,Anna,28
1996,female,125,Brittany,29
1996,female,124,Jasmine,30
1996,female,123,Natasha,31
1996,female,121,Lucy,32
1996,female,118,Ashley,33
1996,female,117,Zoe,34
1996,female,117,Madison,35
1996,female,116,Shannon,36
1996,female,116,Elizabeth,37
1996,female,115,Kayla,38
1996,female,115,Claudia,39
1996,female,110,Hayley,40
1996,female,107,Chelsea,41
1996,female,106,Megan,42
1996,female,106,Alexandra,43
1996,female,104,Alice,44
1996,female,103,Victoria,45
1996,female,103,Michaela,46
1996,female,103,Mikayla,47
1996,female,103,Katie,48
1996,female,102,Jade,49
1996,female,97,Ella,50
1996,female,90,Renee,51
1996,female,90,Jessie,52
1996,female,86,Melissa,53
1996,female,85,Amber,54
1996,female,84,Ruby,55
1996,female,82,Taylor,56
1996,female,79,Monique,57
1996,female,75,Tessa,58
1996,female,73,Isabella,59
1996,female,71,Gemma,60
1996,female,68,Michelle,61
1996,female,67,Phoebe,62
1996,female,67,Rebekah,63
1996,female,67,Nikita,64
1996,female,67,Morgan,65
1996,female,67,Catherine,66
1996,female,64,Amanda,67
1996,female,62,Jennifer,68
1996,female,62,Katherine,69
1996,female,62,Kelly,70
1996,female,62,Gabrielle,71
1996,female,62,Jordan,72
1996,female,61,Ellen,73
1996,female,61,Abigail,74
1996,female,60,Kelsey,75
1996,female,59,Julia,76
1996,female,58,Jamie,77
1996,female,57,Crystal,78
1996,female,57,Aimee,79
1996,female,57,Christina,80
1996,female,56,Natalie,81
1996,female,56,Monica,82
1996,female,56,Kimberley,83
1996,female,56,Ashlee,84
1996,female,55,Cassandra,85
1996,female,54,Summer,86
1996,female,54,Lisa,87
1996,female,54,Georgina,88
1996,female,54,Leah,89
1996,female,54,Amelia,90
1996,female,53,Nicola,91
1996,female,53,Kaitlyn,92
1996,female,53,Eden,93
1996,female,52,Eilish,94
1996,female,51,Lydia,95
1996,female,51,Melanie,96
1996,female,48,Stacey,97
1996,female,48,Madeleine,98
1996,female,48,Mikaela,99
1996,female,48,Cheyenne,100
1980,female,657,Sarah,1
1980,female,430,Rebecca,2
1980,female,390,Anna,3
1980,female,376,Lisa,4
1980,female,340,Kelly,5
1980,female,330,Nicola,6
1980,female,324,Amy,7
1980,female,292,Emma,8
1980,female,278,Melissa,9
1980,female,275,Amanda,10
1980,female,273,Angela,11
1980,female,272,Michelle,12
1980,female,255,Rachel,13
1980,female,212,Jessica,14
1980,female,205,Kylie,15
1980,female,190,Melanie,16
1980,female,186,Elizabeth,17
1980,female,182,Natasha,18
1980,female,171,Tania,19
1980,female,157,Renee,20
1980,female,157,Kate,21
1980,female,156,Jennifer,22
1980,female,146,Claire,23
1980,female,143,Catherine,24
1980,female,132,Tracey,25
1980,female,131,Megan,26
1980,female,128,Louise,27
1980,female,127,Helen,28
1980,female,125,Katrina,29
1980,female,124,Vanessa,30
1980,female,123,Hayley,31
1980,female,121,Joanne,32
1980,female,120,Andrea,33
1980,female,119,Rachael,34
1980,female,116,Fiona,35
1980,female,115,Stacey,36
1980,female,115,Natalie,37
1980,female,115,Kathryn,38
1980,female,115,Amber,39
1980,female,110,Julie,40
1980,female,107,Joanna,41
1980,female,104,Karen,42
1980,female,104,Katie,43
1980,female,103,Kirsty,44
1980,female,103,Katherine,45
1980,female,102,Victoria,46
1980,female,97,Nicole,47
1980,female,97,Kim,48
1980,female,97,Anita,49
1980,female,95,Shannon,50
1980,female,95,Toni,51
1980,female,89,Jane,52
1980,female,88,Charlotte,53
1980,female,87,Tracy,54
1980,female,87,Maria,55
1980,female,86,Rochelle,56
1980,female,85,Laura,57
1980,female,83,Aimee,58
1980,female,82,Hannah,59
1980,female,81,Donna,60
1980,female,80,Caroline,61
1980,female,79,Erin,62
1980,female,77,Deborah,63
1980,female,76,Susan,64
1980,female,75,Mary,65
1980,female,73,Shelley,66
1980,female,73,Teresa,67
1980,female,73,Bridget,68
1980,female,72,Sharon,69
1980,female,72,Monique,70
1980,female,71,Stephanie,71
1980,female,71,Naomi,72
1980,female,70,Tina,73
1980,female,69,Sara,74
1980,female,68,Paula,75
1980,female,67,Jacqueline,76
1980,female,67,Jodie,77
1980,female,66,Christine,78
1980,female,65,Philippa,79
1980,female,64,Olivia,80
1980,female,64,Carla,81
1980,female,63,Emily,82
1980,female,61,Samantha,83
1980,female,61,Kristy,84
1980,female,60,Jasmine,85
1980,female,59,Alice,86
1980,female,58,Lauren,87
1980,female,57,Leanne,88
1980,female,56,Marie,89
1980,female,56,Belinda,90
1980,female,54,Kirsten,91
1980,female,54,Alana,92
1980,female,53,Heidi,93
1980,female,53,Christina,94
1980,female,52,Wendy,95
1980,female,50,Julia,96
1980,female,50,Cherie,97
1980,female,49,Sandra,98
1980,female,48,Rebekah,99
1980,female,48,Jade,100
2012,female,312,Olivia,1
2012,female,290,Sophie,2
2012,female,288,Emily,3
2012,female,285,Charlotte,4
2012,female,280,Ruby,5
2012,female,265,Isabella,6
2012,female,228,Ella,7
2012,female,226,Amelia,8
2012,female,209,Sophia,9
2012,female,207,Ava,10
2012,female,204,Chloe,11
2012,female,195,Isla,12
2012,female,195,Emma,13
2012,female,191,Mia,14
2012,female,186,Lily,15
2012,female,186,Grace,16
2012,female,178,Zoe,17
2012,female,176,Lucy,18
2012,female,161,Eva,19
2012,female,158,Paige,20
2012,female,146,Hannah,21
2012,female,134,Georgia,22
2012,female,129,Jessica,23
2012,female,121,Mila,24
2012,female,120,Sienna,25
2012,female,114,Madison,26
2012,female,102,Bella,27
2012,female,102,Scarlett,28
2012,female,100,Holly,29
2012,female,100,Maia,30
2012,female,98,Stella,31
2012,female,95,Abigail,32
2012,female,94,Harper,33
2012,female,91,Alexis,34
2012,female,87,Eden,35
2012,female,85,Zara,36
2012,female,84,Alice,37
2012,female,84,Aria,38
2012,female,82,Leah,39
2012,female,81,Molly,40
2012,female,77,Jade,41
2012,female,76,Sarah,42
2012,female,76,Isabelle,43
2012,female,74,Willow,44
2012,female,73,Elizabeth,45
2012,female,72,Summer,46
2012,female,71,Pippa,47
2012,female,71,Annabelle,48
2012,female,70,Maddison,49
2012,female,70,Samantha,50
2012,female,70,Addison,51
2012,female,70,Aaliyah,52
2012,female,70,Hazel,53
2012,female,70,Ivy,54
2012,female,69,Nevaeh,55
2012,female,67,Lilly,56
2012,female,66,Peyton,57
2012,female,66,Jasmine,58
2012,female,65,Hayley,59
2012,female,64,Taylor,60
2012,female,64,Indie,61
2012,female,63,Layla,62
2012,female,63,Poppy,63
2012,female,63,Brooklyn,64
2012,female,63,Olive,65
2012,female,63,Nina,66
2012,female,62,Mackenzie,67
2012,female,62,Sofia,68
2012,female,61,Brooke,69
2012,female,61,Amber,70
2012,female,60,Millie,71
2012,female,60,Ashley,72
2012,female,60,Alyssa,73
2012,female,59,Ayla,74
2012,female,59,Violet,75
2012,female,58,Ellie,76
2012,female,58,Piper,77
2012,female,57,Mikayla,78
2012,female,57,Rose,79
2012,female,56,Matilda,80
2012,female,56,Anna,81
2012,female,56,Amy,82
2012,female,55,Khloe,83
2012,female,55,Phoebe,84
2012,female,54,Evie,85
2012,female,52,Lola,86
2012,female,50,Skyla,87
2012,female,50,Evelyn,88
2012,female,50,Daisy,89
2012,female,50,Kate,90
2012,female,49,Riley,91
2012,female,48,Lucia,92
2012,female,48,Lauren,93
2012,female,48,Isabel,94
2012,female,47,Maria,95
2012,female,47,Keira,96
2012,female,46,Faith,97
2012,female,46,Maya,98
2012,female,45,Alexandra,99
2012,female,45,Kayla,100
1972,female,618,Michelle,1
1972,female,598,Lisa,2
1972,female,496,Rachel,3
1972,female,479,Nicola,4
1972,female,476,Joanne,5
1972,female,456,Angela,6
1972,female,448,Sarah,7
1972,female,440,Tracey,8
1972,female,383,Karen,9
1972,female,349,Tania,10
1972,female,330,Kelly,11
1972,female,292,Kim,12
1972,female,290,Amanda,13
1972,female,289,Deborah,14
1972,female,260,Tracy,15
1972,female,259,Andrea,16
1972,female,257,Fiona,17
1972,female,249,Julie,18
1972,female,238,Melanie,19
1972,female,235,Rebecca,20
1972,female,228,Vanessa,21
1972,female,221,Donna,22
1972,female,220,Paula,23
1972,female,218,Megan,24
1972,female,217,Susan,25
1972,female,213,Melissa,26
1972,female,213,Catherine,27
1972,female,211,Sharon,28
1972,female,204,Rachael,29
1972,female,203,Jennifer,30
1972,female,199,Jacqueline,31
1972,female,192,Rochelle,32
1972,female,192,Elizabeth,33
1972,female,191,Christine,34
1972,female,185,Wendy,35
1972,female,184,Katrina,36
1972,female,181,Helen,37
1972,female,175,Leanne,38
1972,female,174,Suzanne,39
1972,female,172,Anna,40
1972,female,171,Stephanie,41
1972,female,170,Kathryn,42
1972,female,169,Joanna,43
1972,female,167,Jane,44
1972,female,162,Victoria,45
1972,female,160,Louise,46
1972,female,158,Janine,47
1972,female,149,Sandra,48
1972,female,147,Natasha,49
1972,female,144,Tina,50
1972,female,138,Shelley,51
1972,female,134,Maria,52
1972,female,126,Kirsten,53
1972,female,125,Justine,54
1972,female,124,Teresa,55
1972,female,124,Kylie,56
1972,female,114,Katherine,57
1972,female,113,Emma,58
1972,female,111,Mary,59
1972,female,109,Toni,60
1972,female,106,Linda,61
1972,female,105,Vicki,62
1972,female,101,Tanya,63
1972,female,101,Denise,64
1972,female,95,Natalie,65
1972,female,94,Kerry,66
1972,female,92,Nicole,67
1972,female,92,Alison,68
1972,female,91,Bronwyn,69
1972,female,88,Cherie,70
1972,female,87,Robyn,71
1972,female,84,Maree,72
1972,female,84,Debbie,73
1972,female,83,Cheryl,74
1972,female,82,Brenda,75
1972,female,82,Belinda,76
1972,female,79,Heather,77
1972,female,79,Debra,78
1972,female,78,Sharlene,79
1972,female,78,Patricia,80
1972,female,78,Julia,81
1972,female,76,Kirsty,82
1972,female,76,Carolyn,83
1972,female,75,Carmen,84
1972,female,74,Diane,85
1972,female,73,Sally,86
1972,female,73,Bridget,87
1972,female,72,Ruth,88
1972,female,72,Caroline,89
1972,female,70,Claire,90
1972,female,70,Anne,91
1972,female,69,Philippa,92
1972,female,69,Anita,93
1972,female,68,Nadine,94
1972,female,68,Gina,95
1972,female,67,Christina,96
1972,female,66,Penelope,97
1972,female,66,Kellie,98
1972,female,65,Margaret,99
1972,female,64,Rachelle,100
2004,female,352,Emma,1
2004,female,330,Charlotte,2
2004,female,306,Ella,3
2004,female,299,Sophie,4
2004,female,286,Hannah,5
2004,female,282,Emily,6
2004,female,282,Jessica,7
2004,female,275,Olivia,8
2004,female,261,Grace,9
